time,open,high,low,close,volume,tick_volume,spread
2025-09-26T09:00:00+00:00,45977.77,46055.37,45968.37,46023.69,3928,301,0
2025-09-26T10:00:00+00:00,46023.39,46071.64,45995.99,46055.49,4833,301,0
2025-09-26T11:00:00+00:00,46053.49,46081.29,46024.09,46031.99,3734,301,0
2025-09-26T12:00:00+00:00,46032.04,46047.89,46005.89,46034.59,3660,301,0
2025-09-26T13:00:00+00:00,46035.39,46038.59,46000.59,46016.59,2673,301,0
2025-09-26T14:00:00+00:00,46016.73,46033.63,45987.18,46024.43,3111,251,0
2025-09-26T15:00:00+00:00,46024.53,46195.25,46017.28,46175.87,8974,192,0
2025-09-26T16:00:00+00:00,46177.47,46332.58,46104.03,46328.92,24473,251,0
2025-09-26T17:00:00+00:00,46328.27,46351.57,46030.63,46065.2,38787,251,0
2025-09-26T18:00:00+00:00,46065.0,46189.35,46034.9,46095.35,26856,251,0
2025-09-26T19:00:00+00:00,46095.3,46295.38,46085.8,46285.87,19068,251,0
2025-09-26T20:00:00+00:00,46285.82,46320.55,46244.2,46287.99,12054,251,0
2025-09-26T21:00:00+00:00,46287.42,46336.38,46254.43,46307.3,10875,251,0
2025-09-26T22:00:00+00:00,46306.98,46313.28,46216.98,46238.2,12940,251,0
2025-09-26T23:00:00+00:00,46238.4,46294.09,46235.34,46245.69,2625,251,0
2025-09-29T01:00:00+00:00,46265.17,46303.97,46257.67,46288.92,1334,326,0
2025-09-29T02:00:00+00:00,46288.72,46318.42,46286.22,46303.22,1147,326,0
2025-09-29T03:00:00+00:00,46303.42,46339.92,46290.02,46326.82,2168,326,0
2025-09-29T04:00:00+00:00,46326.72,46348.92,46307.97,46345.62,1783,326,0
2025-09-29T05:00:00+00:00,46345.52,46362.42,46334.62,46358.92,987,326,0
2025-09-29T06:00:00+00:00,46359.57,46380.92,46353.62,46369.32,814,326,0
2025-09-29T07:00:00+00:00,46369.42,46390.57,46365.22,46377.02,676,326,0
2025-09-29T08:00:00+00:00,46377.57,46388.52,46356.32,46362.02,1016,326,0
2025-09-29T09:00:00+00:00,46362.32,46422.29,46355.12,46404.44,2261,301,0
